review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
I like,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998149275779724,Other
update issue,4,2025-05-22,Commercial Bank of Ethiopia,Google Play,positive,0.5473247170448303,Stability & Reliability
its not working over safari network,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,negative,0.9991377592086792,Other
oldie,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,negative,0.6663163304328918,Other
it doesn't work,1,2025-05-21,Commercial Bank of Ethiopia,Google Play,negative,0.9997813105583191,Other
"This app is good, and we are using it well",1,2025-05-21,Commercial Bank of Ethiopia,Google Play,positive,0.999855637550354,Positive Feedback
very nice 👌 app for android phone,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,positive,0.9994401335716248,Other
Yes Yes,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,positive,0.9997482895851135,Other
በጣም ከርፋፋ,1,2025-05-21,Commercial Bank of Ethiopia,Google Play,negative,0.7850591540336609,Other
easy to use helpful in my life,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,positive,0.9981144666671753,Customer Support
good 👍,4,2025-05-21,Commercial Bank of Ethiopia,Google Play,positive,0.9998576641082764,Positive Feedback
the best mobile banking app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,positive,0.9998278617858887,Other
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Commercial Bank of Ethiopia,Google Play,positive,0.9992597699165344,Other
it's a good application 👍,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,positive,0.9998123049736023,Positive Feedback
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,Commercial Bank of Ethiopia,Google Play,negative,0.9997513890266418,Transaction Performance
poor service,1,2025-05-21,Commercial Bank of Ethiopia,Google Play,negative,0.9996534585952759,Other
amazing,5,2025-05-20,Commercial Bank of Ethiopia,Google Play,positive,0.999875545501709,Positive Feedback
it is reliable and easy to use.,5,2025-05-20,Commercial Bank of Ethiopia,Google Play,positive,0.9998389482498169,Other
the most annoying mobile banking app I've ever seen,1,2025-05-20,Commercial Bank of Ethiopia,Google Play,negative,0.9994208812713623,Other
Eliasmels,5,2025-05-20,Commercial Bank of Ethiopia,Google Play,negative,0.5762406587600708,Other
Cbe mobile banking,5,2025-05-20,Commercial Bank of Ethiopia,Google Play,positive,0.8304283022880554,Other
"i can't make Screenshout in this app, please made modification",5,2025-05-20,Commercial Bank of Ethiopia,Google Play,negative,0.9966920614242554,Other
Best app I loved it,5,2025-05-19,Commercial Bank of Ethiopia,Google Play,positive,0.999849796295166,Positive Feedback
nice app,5,2025-05-19,Commercial Bank of Ethiopia,Google Play,positive,0.9998061060905457,Other
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Commercial Bank of Ethiopia,Google Play,negative,0.6448792219161987,Positive Feedback
well satisfied with this beautiful app,5,2025-05-18,Commercial Bank of Ethiopia,Google Play,positive,0.9998588562011719,Other
very good,4,2025-05-17,Commercial Bank of Ethiopia,Google Play,positive,0.9998520612716675,Positive Feedback
best app.,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,positive,0.999774158000946,Other
"not working,why???",5,2025-05-17,Commercial Bank of Ethiopia,Google Play,negative,0.9995881915092468,Other
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,negative,0.9841780066490173,Feature Requests
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,Commercial Bank of Ethiopia,Google Play,negative,0.9996201992034912,Other
woxe harimo ribiso,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,negative,0.9374372959136963,Other
"Good ,easy to use",5,2025-05-16,Commercial Bank of Ethiopia,Google Play,positive,0.9998592138290405,Positive Feedback
Good app,5,2025-05-15,Commercial Bank of Ethiopia,Google Play,positive,0.9998493194580078,Positive Feedback
Good job👍,5,2025-05-14,Commercial Bank of Ethiopia,Google Play,positive,0.9998576641082764,Positive Feedback
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Commercial Bank of Ethiopia,Google Play,positive,0.9939066767692566,Feature Requests
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Commercial Bank of Ethiopia,Google Play,negative,0.9474119544029236,Feature Requests
customer service is bad nothing is good about this bank,1,2025-05-13,Commercial Bank of Ethiopia,Google Play,negative,0.9996613264083862,Positive Feedback
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Commercial Bank of Ethiopia,Google Play,negative,0.992915153503418,Positive Feedback
fast and simple easy to use 👌,5,2025-05-12,Commercial Bank of Ethiopia,Google Play,positive,0.9984942674636841,Other
The fastest transferring app I ever had its so reliable,5,2025-05-11,Commercial Bank of Ethiopia,Google Play,positive,0.9844427704811096,Transaction Performance
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Commercial Bank of Ethiopia,Google Play,negative,0.9986681938171387,Transaction Performance
it's easy and fast,5,2025-05-10,Commercial Bank of Ethiopia,Google Play,positive,0.9995684027671814,Other
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Commercial Bank of Ethiopia,Google Play,negative,0.9960438013076782,Other
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Commercial Bank of Ethiopia,Google Play,positive,0.999572217464447,Customer Support
wow best application ever,5,2025-05-09,Commercial Bank of Ethiopia,Google Play,positive,0.9997984766960144,Other
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Commercial Bank of Ethiopia,Google Play,negative,0.9997019171714783,Other
the pride of Ethiopian bank 🏦,5,2025-05-08,Commercial Bank of Ethiopia,Google Play,positive,0.999118983745575,Other
why the app telling me to turn of developer options please fix it.,1,2025-05-07,Commercial Bank of Ethiopia,Google Play,negative,0.9990994930267334,Feature Requests
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Commercial Bank of Ethiopia,Google Play,positive,0.9976927042007446,Transaction Performance
amazing apps,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,positive,0.9998716115951538,Positive Feedback
All service of Mobile Banking,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,positive,0.8924252986907959,Other
needs improvement,1,2025-05-06,Commercial Bank of Ethiopia,Google Play,negative,0.9966731071472168,Other
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Commercial Bank of Ethiopia,Google Play,negative,0.995843231678009,Other
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Commercial Bank of Ethiopia,Google Play,negative,0.9984410405158997,Transaction Performance
good but these week not oky,4,2025-05-06,Commercial Bank of Ethiopia,Google Play,negative,0.9554156064987183,Positive Feedback
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Commercial Bank of Ethiopia,Google Play,positive,0.9998049139976501,User Interface & Experience
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Commercial Bank of Ethiopia,Google Play,negative,0.9975224137306213,Other
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Commercial Bank of Ethiopia,Google Play,positive,0.8991116285324097,Transaction Performance
CBE mobilr bankg,5,2025-05-05,Commercial Bank of Ethiopia,Google Play,positive,0.8703052997589111,Other
verygood,3,2025-05-05,Commercial Bank of Ethiopia,Google Play,positive,0.9988996982574463,Positive Feedback
ممتاز جدا,5,2025-05-04,Commercial Bank of Ethiopia,Google Play,negative,0.8031745553016663,Other
it's very low quality application,1,2025-05-04,Commercial Bank of Ethiopia,Google Play,negative,0.9996594190597534,Other
Very Amazing Apps,5,2025-05-04,Commercial Bank of Ethiopia,Google Play,positive,0.9998774528503418,Positive Feedback
አዛ,1,2025-05-04,Commercial Bank of Ethiopia,Google Play,negative,0.6970566511154175,Other
wow simple life,5,2025-05-04,Commercial Bank of Ethiopia,Google Play,positive,0.9997076392173767,Other
it's nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,positive,0.9998672008514404,Other
Why stacked sometimes,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,negative,0.9941052198410034,Other
okay 👍 but sometimes busy,1,2025-05-03,Commercial Bank of Ethiopia,Google Play,negative,0.8515537977218628,Other
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Commercial Bank of Ethiopia,Google Play,negative,0.9997990727424622,Other
Very good app. but disappointed by general cessation of system.,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,negative,0.9981188178062439,Positive Feedback
Good and fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,positive,0.9998561143875122,Positive Feedback
Unreliable!,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,negative,0.9997379183769226,Other
Best the best fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,positive,0.9998427629470825,Other
happy,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,positive,0.9998753070831299,Other
fast and reliable,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,positive,0.9998595714569092,Other
network errorrrrrr,2,2025-05-02,Commercial Bank of Ethiopia,Google Play,negative,0.9978076815605164,Other
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Commercial Bank of Ethiopia,Google Play,negative,0.9982808828353882,Feature Requests
its good and simple to use,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,positive,0.9998610019683838,Positive Feedback
worest app like that bank for security and network access,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,negative,0.9927296042442322,Other
it's the best app i,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,positive,0.999834418296814,Other
not bad not good,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,negative,0.9715350866317749,Positive Feedback
its very nice,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,positive,0.9998526573181152,Other
do not work this week,3,2025-04-30,Commercial Bank of Ethiopia,Google Play,negative,0.9977602958679199,Other
It crashes frequently,4,2025-04-30,Commercial Bank of Ethiopia,Google Play,negative,0.9993256330490112,Stability & Reliability
the best,5,2025-04-28,Commercial Bank of Ethiopia,Google Play,positive,0.9998332262039185,Other
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Commercial Bank of Ethiopia,Google Play,positive,0.8382592797279358,Other
goid,5,2025-04-28,Commercial Bank of Ethiopia,Google Play,negative,0.7086985111236572,Other
best appearance,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,positive,0.9996986389160156,Other
it's very good 👍 app,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,positive,0.999859094619751,Positive Feedback
abinet kutafo,1,2025-04-27,Commercial Bank of Ethiopia,Google Play,positive,0.9704495072364807,Other
I need support you,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,negative,0.9881443977355957,Customer Support
the worst Mobile banking i have ever seen in my life,1,2025-04-26,Commercial Bank of Ethiopia,Google Play,negative,0.9997807145118713,Other
Nuree mahamud,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,positive,0.9565324783325195,Other
super,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,positive,0.998783528804779,Other
ጠጀጨገጀ።ጀገ,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,negative,0.8337253928184509,Other
i like the app,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,positive,0.9994398951530457,Other
the Best,1,2025-04-26,Commercial Bank of Ethiopia,Google Play,positive,0.9998332262039185,Other
to other bank is bad,1,2025-04-25,Commercial Bank of Ethiopia,Google Play,negative,0.9997149109840393,Other
